t x
0.599600 -0.238815
0.589640 -0.239291
0.579680 -0.240034
0.569720 -0.241069
0.559760 -0.242423
0.549800 -0.244126
0.539840 -0.246212
0.529880 -0.248718
0.519920 -0.251685
0.509960 -0.255160
0.500000 -0.259192
0.490040 -0.263834
0.480080 -0.269144
0.470120 -0.275181
0.460160 -0.282003
0.450200 -0.289669
0.440240 -0.298228
0.430280 -0.307721
0.420320 -0.318170
0.410360 -0.329578
0.400400 -0.341919
0.390440 -0.355139
0.380480 -0.369156
0.370520 -0.383866
0.360560 -0.399149
0.350600 -0.414885
0.340640 -0.430957
0.330680 -0.447265
0.320720 -0.463727
0.310760 -0.480285
0.300800 -0.496896
0.290840 -0.513534
0.280880 -0.530186
0.270920 -0.546843
0.260960 -0.563502
0.251000 -0.580161
0.241040 -0.596821
0.231080 -0.613481
0.221120 -0.630140
0.211160 -0.646800
0.201200 -0.663460
0.191240 -0.680120
0.181280 -0.696779
0.171320 -0.713439
0.161360 -0.730099
0.151400 -0.746759
0.141440 -0.763418
0.131480 -0.780078
0.121520 -0.796738
0.111560 -0.813398
0.101600 -0.830057
0.091640 -0.846717
0.081680 -0.863377
0.071720 -0.880037
0.061760 -0.896696
0.051800 -0.913356
0.041840 -0.930016
0.031880 -0.946675
0.021920 -0.963335
0.011960 -0.979995
0.002000 -0.996655
nan nan
0.998000 -0.103771
0.988040 -0.102743
0.978080 -0.101725
0.968120 -0.100719
0.958160 -0.099724
0.948200 -0.098740
0.938240 -0.097769
0.928280 -0.096810
0.918320 -0.095864
0.908360 -0.094932
0.898400 -0.094014
0.888440 -0.093110
0.878480 -0.092222
0.868520 -0.091349
0.858560 -0.090492
0.848600 -0.089652
0.838640 -0.088830
0.828680 -0.088026
0.818720 -0.087242
0.808760 -0.086478
0.798800 -0.085735
0.788840 -0.085014
0.778880 -0.084317
0.768920 -0.083644
0.758960 -0.082997
0.749000 -0.082377
0.739040 -0.081787
0.729080 -0.081226
0.719120 -0.080698
0.709160 -0.080205
0.699200 -0.079748
0.689240 -0.079331
0.679280 -0.078955
0.669320 -0.078624
0.659360 -0.078341
0.649400 -0.078111
0.639440 -0.077936
0.629480 -0.077822
0.619520 -0.077774
0.609560 -0.077798
0.599600 -0.077899
0.589640 -0.078087
0.579680 -0.078369
0.569720 -0.078755
0.559760 -0.079257
0.549800 -0.079886
0.539840 -0.080658
0.529880 -0.081590
0.519920 -0.082702
0.509960 -0.084017
0.500000 -0.085563
0.490040 -0.087372
0.480080 -0.089482
0.470120 -0.091940
0.460160 -0.094798
0.450200 -0.098123
0.440240 -0.101992
0.430280 -0.106498
0.420320 -0.111753
0.410360 -0.117888
0.400400 -0.125057
0.390440 -0.133437
0.380480 -0.143218
0.370520 -0.154597
0.360560 -0.167752
0.350600 -0.182806
0.340640 -0.199789
0.330680 -0.218599
0.320720 -0.239003
0.310760 -0.260673
0.300800 -0.283246
0.290840 -0.306399
0.280880 -0.329884
0.270920 -0.353537
0.260960 -0.377264
0.251000 -0.401020
0.241040 -0.424785
0.231080 -0.448553
0.221120 -0.472322
0.211160 -0.496090
0.201200 -0.519858
0.191240 -0.543627
0.181280 -0.567395
0.171320 -0.591164
0.161360 -0.614932
0.151400 -0.638701
0.141440 -0.662469
0.131480 -0.686238
0.121520 -0.710006
0.111560 -0.733774
0.101600 -0.757543
0.091640 -0.781311
0.081680 -0.805080
0.071720 -0.828848
0.061760 -0.852617
0.051800 -0.876385
0.041840 -0.900153
0.031880 -0.923922
0.021920 -0.947690
0.011960 -0.971459
0.002000 -0.995227
nan nan
0.998000 0.104955
0.988040 0.103914
0.978080 0.102885
0.968120 0.101867
0.958160 0.100861
0.948200 0.099866
0.938240 0.098884
0.928280 0.097914
0.918320 0.096958
0.908360 0.096015
0.898400 0.095086
0.888440 0.094172
0.878480 0.093273
0.868520 0.092390
0.858560 0.091524
0.848600 0.090674
0.838640 0.089843
0.828680 0.089030
0.818720 0.088237
0.808760 0.087464
0.798800 0.086713
0.788840 0.085984
0.778880 0.085278
0.768920 0.084598
0.758960 0.083943
0.749000 0.083317
0.739040 0.082719
0.729080 0.082152
0.719120 0.081618
0.709160 0.081119
0.699200 0.080657
0.689240 0.080235
0.679280 0.079855
0.669320 0.079520
0.659360 0.079235
0.649400 0.079001
0.639440 0.078824
0.629480 0.078709
0.619520 0.078660
0.609560 0.078684
0.599600 0.078787
0.589640 0.078977
0.579680 0.079262
0.569720 0.079653
0.559760 0.080160
0.549800 0.080796
0.539840 0.081576
0.529880 0.082519
0.519920 0.083643
0.509960 0.084973
0.500000 0.086535
0.490040 0.088364
0.480080 0.090497
0.470120 0.092981
0.460160 0.095869
0.450200 0.099229
0.440240 0.103138
0.430280 0.107690
0.420320 0.112997
0.410360 0.119190
0.400400 0.126425
0.390440 0.134876
0.380480 0.144735
0.370520 0.156194
0.360560 0.169428
0.350600 0.184553
0.340640 0.201593
0.330680 0.220440
0.320720 0.240858
0.310760 0.262517
0.300800 0.285061
0.290840 0.308171
0.280880 0.331603
0.270920 0.355198
0.260960 0.378865
0.251000 0.402561
0.241040 0.426265
0.231080 0.449972
0.221120 0.473679
0.211160 0.497386
0.201200 0.521094
0.191240 0.544801
0.181280 0.568508
0.171320 0.592216
0.161360 0.615923
0.151400 0.639630
0.141440 0.663337
0.131480 0.687045
0.121520 0.710752
0.111560 0.734459
0.101600 0.758167
0.091640 0.781874
0.081680 0.805581
0.071720 0.829288
0.061760 0.852996
0.051800 0.876703
0.041840 0.900410
0.031880 0.924118
0.021920 0.947825
0.011960 0.971532
0.002000 0.995239
nan nan
0.998000 0.317489
0.988040 0.314342
0.978080 0.311229
0.968120 0.308149
0.958160 0.305105
0.948200 0.302096
0.938240 0.299124
0.928280 0.296191
0.918320 0.293298
0.908360 0.290445
0.898400 0.287636
0.888440 0.284871
0.878480 0.282152
0.868520 0.279480
0.858560 0.276859
0.848600 0.274289
0.838640 0.271773
0.828680 0.269313
0.818720 0.266913
0.808760 0.264573
0.798800 0.262298
0.788840 0.260091
0.778880 0.257955
0.768920 0.255893
0.758960 0.253909
0.749000 0.252008
0.739040 0.250195
0.729080 0.248473
0.719120 0.246849
0.709160 0.245329
0.699200 0.243919
0.689240 0.242626
0.679280 0.241459
0.669320 0.240425
0.659360 0.239534
0.649400 0.238796
0.639440 0.238223
0.629480 0.237829
0.619520 0.237626
0.609560 0.237631
0.599600 0.237861
0.589640 0.238336
0.579680 0.239078
0.569720 0.240110
0.559760 0.241460
0.549800 0.243158
0.539840 0.245238
0.529880 0.247737
0.519920 0.250696
0.509960 0.254162
0.500000 0.258183
0.490040 0.262814
0.480080 0.268111
0.470120 0.274135
0.460160 0.280944
0.450200 0.288596
0.440240 0.297143
0.430280 0.306624
0.420320 0.317065
0.410360 0.328467
0.400400 0.340806
0.390440 0.354028
0.380480 0.368052
0.370520 0.382773
0.360560 0.398074
0.350600 0.413830
0.340640 0.429925
0.330680 0.446259
0.320720 0.462750
0.310760 0.479336
0.300800 0.495977
0.290840 0.512646
0.280880 0.529328
0.270920 0.546015
0.260960 0.562704
0.251000 0.579394
0.241040 0.596085
0.231080 0.612775
0.221120 0.629465
0.211160 0.646155
0.201200 0.662845
0.191240 0.679535
0.181280 0.696226
0.171320 0.712916
0.161360 0.729606
0.151400 0.746296
0.141440 0.762986
0.131480 0.779676
0.121520 0.796367
0.111560 0.813057
0.101600 0.829747
0.091640 0.846437
