t qv
0.000000 0.000000
0.062500 0.004536
0.125000 0.028981
0.187500 0.029105
0.250000 0.084145
0.312500 0.213401
0.375000 0.269482
0.437500 0.511697
0.500000 0.540219
0.562500 0.689080
0.625000 0.872571
0.687500 0.891899
0.750000 0.892379
0.812500 0.892494
0.875000 0.918939
0.937500 0.929221
1.000000 0.931371
