nfe err
2.000000 247.614455
4.000000 33.256894
8.000000 0.000645
16.000000 0.000023
32.000000 0.000006
64.000000 0.000002
128.000000 0.000001
256.000000 0.000000
512.000000 0.000000
1024.000000 0.000000
2048.000000 0.000000
