x y z
0.460938 0.132812 0.071594
0.460938 0.148438 0.080017
0.460938 0.164062 0.088440
0.460938 0.179688 0.096863
0.460938 0.195312 0.105286
0.460938 0.210938 0.113708
0.460938 0.226562 0.122131
0.460938 0.242188 0.130554
0.460938 0.257812 0.138977
0.460938 0.273438 0.147400
0.460938 0.289062 0.155823
0.460938 0.304688 0.164246
0.460938 0.320312 0.172668
0.460938 0.335938 0.181091
0.460938 0.351562 0.189514
0.460938 0.367188 0.197937
0.460938 0.382812 0.206360
0.460938 0.398438 0.214783
0.460938 0.414062 0.223206
0.460938 0.429688 0.231628
0.460938 0.445312 0.240051
0.460938 0.460938 0.248474
0.460938 0.476562 0.241272
0.460938 0.492188 0.234070
0.460938 0.507812 0.226868
0.460938 0.523438 0.219666
0.460938 0.539062 0.212463
0.460938 0.554688 0.205261
0.460938 0.570312 0.198059
0.460938 0.585938 0.190857
0.460938 0.601562 0.183655
0.460938 0.617188 0.176453
0.460938 0.632812 0.169250
0.460938 0.648438 0.162048
0.460938 0.664062 0.154846
0.460938 0.679688 0.147644
0.460938 0.695312 0.140442
0.460938 0.710938 0.133240
0.460938 0.726562 0.126038
0.460938 0.742188 0.118835
0.460938 0.757812 0.111633
0.460938 0.773438 0.104431
0.460938 0.789062 0.097229
0.460938 0.804688 0.090027
0.460938 0.820312 0.082825
0.460938 0.835938 0.075623
0.460938 0.851562 0.068420
0.460938 0.867188 0.061218
0.460938 0.882812 0.054016
0.460938 0.898438 0.046814
0.460938 0.914062 0.039612
0.460938 0.929688 0.032410
0.460938 0.945312 0.025208
0.460938 0.960938 0.018005
0.460938 0.976562 0.010803
0.460938 0.992188 0.003601
0.476562 0.007812 0.004089
0.476562 0.023438 0.012268
0.476562 0.039062 0.020447
0.476562 0.054688 0.028625
0.476562 0.070312 0.036804
0.476562 0.085938 0.044983
0.476562 0.101562 0.053162
0.476562 0.117188 0.061340
0.476562 0.132812 0.069519
0.476562 0.148438 0.077698
0.476562 0.164062 0.085876
0.476562 0.179688 0.094055
0.476562 0.195312 0.102234
0.476562 0.210938 0.110413
0.476562 0.226562 0.118591
0.476562 0.242188 0.126770
0.476562 0.257812 0.134949
0.476562 0.273438 0.143127
0.476562 0.289062 0.151306
0.476562 0.304688 0.159485
0.476562 0.320312 0.167664
0.476562 0.335938 0.175842
0.476562 0.351562 0.184021
0.476562 0.367188 0.192200
0.476562 0.382812 0.200378
0.476562 0.398438 0.208557
0.476562 0.414062 0.216736
0.476562 0.429688 0.224915
0.476562 0.445312 0.233093
0.476562 0.460938 0.241272
0.476562 0.476562 0.249451
0.476562 0.492188 0.242004
0.476562 0.507812 0.234558
0.476562 0.523438 0.227112
0.476562 0.539062 0.219666
0.476562 0.554688 0.212219
0.476562 0.570312 0.204773
0.476562 0.585938 0.197327
0.476562 0.601562 0.189880
0.476562 0.617188 0.182434
0.476562 0.632812 0.174988
0.476562 0.648438 0.167542
0.476562 0.664062 0.160095
0.476562 0.679688 0.152649
0.476562 0.695312 0.145203
0.476562 0.710938 0.137756
0.476562 0.726562 0.130310
0.476562 0.742188 0.122864
0.476562 0.757812 0.115417
0.476562 0.773438 0.107971
0.476562 0.789062 0.100525
0.476562 0.804688 0.093079
0.476562 0.820312 0.085632
0.476562 0.835938 0.078186
0.476562 0.851562 0.070740
0.476562 0.867188 0.063293
0.476562 0.882812 0.055847
0.476562 0.898438 0.048401
0.476562 0.914062 0.040955
0.476562 0.929688 0.033508
0.476562 0.945312 0.026062
0.476562 0.960938 0.018616
0.476562 0.976562 0.011169
0.476562 0.992188 0.003723
0.492188 0.007812 0.003967
0.492188 0.023438 0.011902
0.492188 0.039062 0.019836
0.492188 0.054688 0.027771
0.492188 0.070312 0.035706
0.492188 0.085938 0.043640
0.492188 0.101562 0.051575
0.492188 0.117188 0.059509
0.492188 0.132812 0.067444
0.492188 0.148438 0.075378
0.492188 0.164062 0.083313
0.492188 0.179688 0.091248
0.492188 0.195312 0.099182
0.492188 0.210938 0.107117
0.492188 0.226562 0.115051
0.492188 0.242188 0.122986
0.492188 0.257812 0.130920
0.492188 0.273438 0.138855
0.492188 0.289062 0.146790
0.492188 0.304688 0.154724
0.492188 0.320312 0.162659
0.492188 0.335938 0.170593
0.492188 0.351562 0.178528
0.492188 0.367188 0.186462
0.492188 0.382812 0.194397
0.492188 0.398438 0.202332
0.492188 0.414062 0.210266
0.492188 0.429688 0.218201
0.492188 0.445312 0.226135
0.492188 0.460938 0.234070
0.492188 0.476562 0.242004
0.492188 0.492188 0.249939
0.492188 0.507812 0.242249
0.492188 0.523438 0.234558
0.492188 0.539062 0.226868
0.492188 0.554688 0.219177
0.492188 0.570312 0.211487
0.492188 0.585938 0.203796
0.492188 0.601562 0.196106
0.492188 0.617188 0.188416
0.492188 0.632812 0.180725
0.492188 0.648438 0.173035
0.492188 0.664062 0.165344
0.492188 0.679688 0.157654
0.492188 0.695312 0.149963
0.492188 0.710938 0.142273
0.492188 0.726562 0.134583
0.492188 0.742188 0.126892
0.492188 0.757812 0.119202
0.492188 0.773438 0.111511
0.492188 0.789062 0.103821
0.492188 0.804688 0.096130
0.492188 0.820312 0.088440
0.492188 0.835938 0.080750
0.492188 0.851562 0.073059
0.492188 0.867188 0.065369
0.492188 0.882812 0.057678
0.492188 0.898438 0.049988
0.492188 0.914062 0.042297
0.492188 0.929688 0.034607
0.492188 0.945312 0.026917
0.492188 0.960938 0.019226
0.492188 0.976562 0.011536
0.492188 0.992188 0.003845
0.507812 0.007812 0.003845
0.507812 0.023438 0.011536
0.507812 0.039062 0.019226
0.507812 0.054688 0.026917
0.507812 0.070312 0.034607
0.507812 0.085938 0.042297
0.507812 0.101562 0.049988
0.507812 0.117188 0.057678
0.507812 0.132812 0.065369
0.507812 0.148438 0.073059
0.507812 0.164062 0.080750
0.507812 0.179688 0.088440
0.507812 0.195312 0.096130
0.507812 0.210938 0.103821
0.507812 0.226562 0.111511
0.507812 0.242188 0.119202
0.507812 0.257812 0.126892
0.507812 0.273438 0.134583
0.507812 0.289062 0.142273
0.507812 0.304688 0.149963
0.507812 0.320312 0.157654
0.507812 0.335938 0.165344
0.507812 0.351562 0.173035
0.507812 0.367188 0.180725
0.507812 0.382812 0.188416
0.507812 0.398438 0.196106
0.507812 0.414062 0.203796
0.507812 0.429688 0.211487
0.507812 0.445312 0.219177
0.507812 0.460938 0.226868
0.507812 0.476562 0.234558
0.507812 0.492188 0.242249
0.507812 0.507812 0.249939
0.507812 0.523438 0.242004
0.507812 0.539062 0.234070
0.507812 0.554688 0.226135
0.507812 0.570312 0.218201
0.507812 0.585938 0.210266
0.507812 0.601562 0.202332
0.507812 0.617188 0.194397
0.507812 0.632812 0.186462
0.507812 0.648438 0.178528
0.507812 0.664062 0.170593
0.507812 0.679688 0.162659
0.507812 0.695312 0.154724
0.507812 0.710938 0.146790
0.507812 0.726562 0.138855
0.507812 0.742188 0.130920
0.507812 0.757812 0.122986
0.507812 0.773438 0.115051
0.507812 0.789062 0.107117
0.507812 0.804688 0.099182
0.507812 0.820312 0.091248
0.507812 0.835938 0.083313
0.507812 0.851562 0.075378
0.507812 0.867188 0.067444
0.507812 0.882812 0.059509
0.507812 0.898438 0.051575
0.507812 0.914062 0.043640
0.507812 0.929688 0.035706
0.507812 0.945312 0.027771
0.507812 0.960938 0.019836
0.507812 0.976562 0.011902
0.507812 0.992188 0.003967
0.523438 0.007812 0.003723
0.523438 0.023438 0.011169
0.523438 0.039062 0.018616
0.523438 0.054688 0.026062
0.523438 0.070312 0.033508
0.523438 0.085938 0.040955
0.523438 0.101562 0.048401
0.523438 0.117188 0.055847
0.523438 0.132812 0.063293
0.523438 0.148438 0.070740
0.523438 0.164062 0.078186
0.523438 0.179688 0.085632
0.523438 0.195312 0.093079
0.523438 0.210938 0.100525
0.523438 0.226562 0.107971
0.523438 0.242188 0.115417
0.523438 0.257812 0.122864
0.523438 0.273438 0.130310
0.523438 0.289062 0.137756
0.523438 0.304688 0.145203
0.523438 0.320312 0.152649
0.523438 0.335938 0.160095
0.523438 0.351562 0.167542
0.523438 0.367188 0.174988
0.523438 0.382812 0.182434
0.523438 0.398438 0.189880
0.523438 0.414062 0.197327
0.523438 0.429688 0.204773
0.523438 0.445312 0.212219
0.523438 0.460938 0.219666
0.523438 0.476562 0.227112
0.523438 0.492188 0.234558
0.523438 0.507812 0.242004
0.523438 0.523438 0.249451
0.523438 0.539062 0.241272
0.523438 0.554688 0.233093
0.523438 0.570312 0.224915
0.523438 0.585938 0.216736
0.523438 0.601562 0.208557
0.523438 0.617188 0.200378
0.523438 0.632812 0.192200
0.523438 0.648438 0.184021
0.523438 0.664062 0.175842
0.523438 0.679688 0.167664
0.523438 0.695312 0.159485
0.523438 0.710938 0.151306
0.523438 0.726562 0.143127
0.523438 0.742188 0.134949
0.523438 0.757812 0.126770
0.523438 0.773438 0.118591
0.523438 0.789062 0.110413
0.523438 0.804688 0.102234
0.523438 0.820312 0.094055
0.523438 0.835938 0.085876
0.523438 0.851562 0.077698
0.523438 0.867188 0.069519
0.523438 0.882812 0.061340
0.523438 0.898438 0.053162
0.523438 0.914062 0.044983
0.523438 0.929688 0.036804
0.523438 0.945312 0.028625
0.523438 0.960938 0.020447
0.523438 0.976562 0.012268
0.523438 0.992188 0.004089
0.539062 0.007812 0.003601
0.539062 0.023438 0.010803
0.539062 0.039062 0.018005
0.539062 0.054688 0.025208
0.539062 0.070312 0.032410
0.539062 0.085938 0.039612
0.539062 0.101562 0.046814
0.539062 0.117188 0.054016
0.539062 0.132812 0.061218
0.539062 0.148438 0.068420
0.539062 0.164062 0.075623
0.539062 0.179688 0.082825
0.539062 0.195312 0.090027
0.539062 0.210938 0.097229
0.539062 0.226562 0.104431
0.539062 0.242188 0.111633
0.539062 0.257812 0.118835
0.539062 0.273438 0.126038
0.539062 0.289062 0.133240
0.539062 0.304688 0.140442
0.539062 0.320312 0.147644
0.539062 0.335938 0.154846
0.539062 0.351562 0.162048
0.539062 0.367188 0.169250
0.539062 0.382812 0.176453
0.539062 0.398438 0.183655
0.539062 0.414062 0.190857
0.539062 0.429688 0.198059
0.539062 0.445312 0.205261
0.539062 0.460938 0.212463
0.539062 0.476562 0.219666
0.539062 0.492188 0.226868
0.539062 0.507812 0.234070
0.539062 0.523438 0.241272
0.539062 0.539062 0.248474
0.539062 0.554688 0.240051
0.539062 0.570312 0.231628
0.539062 0.585938 0.223206
0.539062 0.601562 0.214783
0.539062 0.617188 0.206360
0.539062 0.632812 0.197937
0.539062 0.648438 0.189514
0.539062 0.664062 0.181091
0.539062 0.679688 0.172668
0.539062 0.695312 0.164246
0.539062 0.710938 0.155823
0.539062 0.726562 0.147400
0.539062 0.742188 0.138977
0.539062 0.757812 0.130554
0.539062 0.773438 0.122131
0.539062 0.789062 0.113708
0.539062 0.804688 0.105286
0.539062 0.820312 0.096863
0.539062 0.835938 0.088440
0.539062 0.851562 0.080017
0.539062 0.867188 0.071594
0.539062 0.882812 0.063171
0.539062 0.898438 0.054749
0.539062 0.914062 0.046326
0.539062 0.929688 0.037903
0.539062 0.945312 0.029480
0.539062 0.960938 0.021057
0.539062 0.976562 0.012634
0.539062 0.992188 0.004211
0.554688 0.007812 0.003479
0.554688 0.023438 0.010437
0.554688 0.039062 0.017395
0.554688 0.054688 0.024353
0.554688 0.070312 0.031311
0.554688 0.085938 0.038269
0.554688 0.101562 0.045227
0.554688 0.117188 0.052185
0.554688 0.132812 0.059143
0.554688 0.148438 0.066101
0.554688 0.164062 0.073059
0.554688 0.179688 0.080017
0.554688 0.195312 0.086975
0.554688 0.210938 0.093933
0.554688 0.226562 0.100891
0.554688 0.242188 0.107849
0.554688 0.257812 0.114807
0.554688 0.273438 0.121765
0.554688 0.289062 0.128723
0.554688 0.304688 0.135681
0.554688 0.320312 0.142639
0.554688 0.335938 0.149597
0.554688 0.351562 0.156555
0.554688 0.367188 0.163513
0.554688 0.382812 0.170471
0.554688 0.398438 0.177429
0.554688 0.414062 0.184387
0.554688 0.429688 0.191345
0.554688 0.445312 0.198303
0.554688 0.460938 0.205261
0.554688 0.476562 0.212219
0.554688 0.492188 0.219177
0.554688 0.507812 0.226135
0.554688 0.523438 0.233093
0.554688 0.539062 0.240051
0.554688 0.554688 0.247009
0.554688 0.570312 0.238342
0.554688 0.585938 0.229675
0.554688 0.601562 0.221008
0.554688 0.617188 0.212341
0.554688 0.632812 0.203674
0.554688 0.648438 0.195007
0.554688 0.664062 0.186340
0.554688 0.679688 0.177673
0.554688 0.695312 0.169006
0.554688 0.710938 0.160339
0.554688 0.726562 0.151672
0.554688 0.742188 0.143005
0.554688 0.757812 0.134338
0.554688 0.773438 0.125671
0.554688 0.789062 0.117004
0.554688 0.804688 0.108337
0.554688 0.820312 0.099670
0.554688 0.835938 0.091003
0.554688 0.851562 0.082336
0.554688 0.867188 0.073669
0.554688 0.882812 0.065002
0.554688 0.898438 0.056335
0.554688 0.914062 0.047668
0.554688 0.929688 0.039001
0.554688 0.945312 0.030334
0.554688 0.960938 0.021667
0.554688 0.976562 0.013000
0.554688 0.992188 0.004333
0.570312 0.007812 0.003357
0.570312 0.023438 0.010071
0.570312 0.039062 0.016785
0.570312 0.054688 0.023499
0.570312 0.070312 0.030212
0.570312 0.085938 0.036926
0.570312 0.101562 0.043640
0.570312 0.117188 0.050354
0.570312 0.132812 0.057068
0.570312 0.148438 0.063782
0.570312 0.164062 0.070496
0.570312 0.179688 0.077209
0.570312 0.195312 0.083923
0.570312 0.210938 0.090637
0.570312 0.226562 0.097351
0.570312 0.242188 0.104065
0.570312 0.257812 0.110779
0.570312 0.273438 0.117493
0.570312 0.289062 0.124207
0.570312 0.304688 0.130920
0.570312 0.320312 0.137634
0.570312 0.335938 0.144348
0.570312 0.351562 0.151062
0.570312 0.367188 0.157776
0.570312 0.382812 0.164490
0.570312 0.398438 0.171204
0.570312 0.414062 0.177917
0.570312 0.429688 0.184631
0.570312 0.445312 0.191345
0.570312 0.460938 0.198059
0.570312 0.476562 0.204773
0.570312 0.492188 0.211487
0.570312 0.507812 0.218201
0.570312 0.523438 0.224915
0.570312 0.539062 0.231628
0.570312 0.554688 0.238342
0.570312 0.570312 0.245056
0.570312 0.585938 0.236145
0.570312 0.601562 0.227234
0.570312 0.617188 0.218323
0.570312 0.632812 0.209412
0.570312 0.648438 0.200500
0.570312 0.664062 0.191589
0.570312 0.679688 0.182678
0.570312 0.695312 0.173767
0.570312 0.710938 0.164856
0.570312 0.726562 0.155945
0.570312 0.742188 0.147034
0.570312 0.757812 0.138123
0.570312 0.773438 0.129211
0.570312 0.789062 0.120300
0.570312 0.804688 0.111389
0.570312 0.820312 0.102478
0.570312 0.835938 0.093567
0.570312 0.851562 0.084656
0.570312 0.867188 0.075745
0.570312 0.882812 0.066833
0.570312 0.898438 0.057922
0.570312 0.914062 0.049011
0.570312 0.929688 0.040100
0.570312 0.945312 0.031189
0.570312 0.960938 0.022278
0.570312 0.976562 0.013367
0.570312 0.992188 0.004456
0.585938 0.007812 0.003235
0.585938 0.023438 0.009705
0.585938 0.039062 0.016174
0.585938 0.054688 0.022644
0.585938 0.070312 0.029114
0.585938 0.085938 0.035583
0.585938 0.101562 0.042053
0.585938 0.117188 0.048523
0.585938 0.132812 0.054993
0.585938 0.148438 0.061462
0.585938 0.164062 0.067932
0.585938 0.179688 0.074402
0.585938 0.195312 0.080872
0.585938 0.210938 0.087341
0.585938 0.226562 0.093811
0.585938 0.242188 0.100281
0.585938 0.257812 0.106750
0.585938 0.273438 0.113220
0.585938 0.289062 0.119690
0.585938 0.304688 0.126160
0.585938 0.320312 0.132629
0.585938 0.335938 0.139099
0.585938 0.351562 0.145569
0.585938 0.367188 0.152039
0.585938 0.382812 0.158508
0.585938 0.398438 0.164978
0.585938 0.414062 0.171448
0.585938 0.429688 0.177917
0.585938 0.445312 0.184387
0.585938 0.460938 0.190857
0.585938 0.476562 0.197327
0.585938 0.492188 0.203796
0.585938 0.507812 0.210266
0.585938 0.523438 0.216736
0.585938 0.539062 0.223206
0.585938 0.554688 0.229675
0.585938 0.570312 0.236145
0.585938 0.585938 0.242615
0.585938 0.601562 0.233459
0.585938 0.617188 0.224304
0.585938 0.632812 0.215149
0.585938 0.648438 0.205994
0.585938 0.664062 0.196838
0.585938 0.679688 0.187683
0.585938 0.695312 0.178528
0.585938 0.710938 0.169373
0.585938 0.726562 0.160217
0.585938 0.742188 0.151062
0.585938 0.757812 0.141907
0.585938 0.773438 0.132751
0.585938 0.789062 0.123596
0.585938 0.804688 0.114441
0.585938 0.820312 0.105286
0.585938 0.835938 0.096130
0.585938 0.851562 0.086975
0.585938 0.867188 0.077820
0.585938 0.882812 0.068665
0.585938 0.898438 0.059509
0.585938 0.914062 0.050354
0.585938 0.929688 0.041199
0.585938 0.945312 0.032043
0.585938 0.960938 0.022888
0.585938 0.976562 0.013733
0.585938 0.992188 0.004578
0.601562 0.007812 0.003113
0.601562 0.023438 0.009338
0.601562 0.039062 0.015564
0.601562 0.054688 0.021790
0.601562 0.070312 0.028015
0.601562 0.085938 0.034241
0.601562 0.101562 0.040466
0.601562 0.117188 0.046692
0.601562 0.132812 0.052917
0.601562 0.148438 0.059143
0.601562 0.164062 0.065369
0.601562 0.179688 0.071594
0.601562 0.195312 0.077820
0.601562 0.210938 0.084045
0.601562 0.226562 0.090271
0.601562 0.242188 0.096497
0.601562 0.257812 0.102722
0.601562 0.273438 0.108948
0.601562 0.289062 0.115173
0.601562 0.304688 0.121399
0.601562 0.320312 0.127625
0.601562 0.335938 0.133850
0.601562 0.351562 0.140076
0.601562 0.367188 0.146301
0.601562 0.382812 0.152527
0.601562 0.398438 0.158752
0.601562 0.414062 0.164978
0.601562 0.429688 0.171204
0.601562 0.445312 0.177429
0.601562 0.460938 0.183655
0.601562 0.476562 0.189880
0.601562 0.492188 0.196106
0.601562 0.507812 0.202332
0.601562 0.523438 0.208557
0.601562 0.539062 0.214783
0.601562 0.554688 0.221008
0.601562 0.570312 0.227234
0.601562 0.585938 0.233459
0.601562 0.601562 0.239685
0.601562 0.617188 0.230286
0.601562 0.632812 0.220886
0.601562 0.648438 0.211487
0.601562 0.664062 0.202087
0.601562 0.679688 0.192688
0.601562 0.695312 0.183289
0.601562 0.710938 0.173889
0.601562 0.726562 0.164490
0.601562 0.742188 0.155090
0.601562 0.757812 0.145691
0.601562 0.773438 0.136292
0.601562 0.789062 0.126892
0.601562 0.804688 0.117493
0.601562 0.820312 0.108093
0.601562 0.835938 0.098694
0.601562 0.851562 0.089294
0.601562 0.867188 0.079895
0.601562 0.882812 0.070496
0.601562 0.898438 0.061096
0.601562 0.914062 0.051697
0.601562 0.929688 0.042297
0.601562 0.945312 0.032898
0.601562 0.960938 0.023499
0.601562 0.976562 0.014099
0.601562 0.992188 0.004700
0.617188 0.007812 0.002991
0.617188 0.023438 0.008972
0.617188 0.039062 0.014954
0.617188 0.054688 0.020935
0.617188 0.070312 0.026917
0.617188 0.085938 0.032898
0.617188 0.101562 0.038879
0.617188 0.117188 0.044861
0.617188 0.132812 0.050842
0.617188 0.148438 0.056824
0.617188 0.164062 0.062805
0.617188 0.179688 0.068787
0.617188 0.195312 0.074768
0.617188 0.210938 0.080750
0.617188 0.226562 0.086731
0.617188 0.242188 0.092712
0.617188 0.257812 0.098694
0.617188 0.273438 0.104675
0.617188 0.289062 0.110657
0.617188 0.304688 0.116638
0.617188 0.320312 0.122620
0.617188 0.335938 0.128601
0.617188 0.351562 0.134583
0.617188 0.367188 0.140564
0.617188 0.382812 0.146545
0.617188 0.398438 0.152527
0.617188 0.414062 0.158508
0.617188 0.429688 0.164490
0.617188 0.445312 0.170471
0.617188 0.460938 0.176453
0.617188 0.476562 0.182434
0.617188 0.492188 0.188416
0.617188 0.507812 0.194397
0.617188 0.523438 0.200378
0.617188 0.539062 0.206360
0.617188 0.554688 0.212341
0.617188 0.570312 0.218323
0.617188 0.585938 0.224304
0.617188 0.601562 0.230286
0.617188 0.617188 0.236267
0.617188 0.632812 0.226624
0.617188 0.648438 0.216980
0.617188 0.664062 0.207336
0.617188 0.679688 0.197693
0.617188 0.695312 0.188049
0.617188 0.710938 0.178406
0.617188 0.726562 0.168762
0.617188 0.742188 0.159119
0.617188 0.757812 0.149475
0.617188 0.773438 0.139832
0.617188 0.789062 0.130188
0.617188 0.804688 0.120544
0.617188 0.820312 0.110901
0.617188 0.835938 0.101257
0.617188 0.851562 0.091614
0.617188 0.867188 0.081970
0.617188 0.882812 0.072327
0.617188 0.898438 0.062683
0.617188 0.914062 0.053040
0.617188 0.929688 0.043396
0.617188 0.945312 0.033752
0.617188 0.960938 0.024109
0.617188 0.976562 0.014465
0.617188 0.992188 0.004822
0.632812 0.007812 0.002869
0.632812 0.023438 0.008606
0.632812 0.039062 0.014343
0.632812 0.054688 0.020081
0.632812 0.070312 0.025818
0.632812 0.085938 0.031555
0.632812 0.101562 0.037292
0.632812 0.117188 0.043030
0.632812 0.132812 0.048767
0.632812 0.148438 0.054504
0.632812 0.164062 0.060242
0.632812 0.179688 0.065979
0.632812 0.195312 0.071716
0.632812 0.210938 0.077454
0.632812 0.226562 0.083191
0.632812 0.242188 0.088928
0.632812 0.257812 0.094666
0.632812 0.273438 0.100403
0.632812 0.289062 0.106140
0.632812 0.304688 0.111877
0.632812 0.320312 0.117615
0.632812 0.335938 0.123352
0.632812 0.351562 0.129089
0.632812 0.367188 0.134827
0.632812 0.382812 0.140564
0.632812 0.398438 0.146301
0.632812 0.414062 0.152039
0.632812 0.429688 0.157776
0.632812 0.445312 0.163513
0.632812 0.460938 0.169250
0.632812 0.476562 0.174988
0.632812 0.492188 0.180725
0.632812 0.507812 0.186462
0.632812 0.523438 0.192200
0.632812 0.539062 0.197937
0.632812 0.554688 0.203674
0.632812 0.570312 0.209412
0.632812 0.585938 0.215149
0.632812 0.601562 0.220886
0.632812 0.617188 0.226624
0.632812 0.632812 0.232361
0.632812 0.648438 0.222473
0.632812 0.664062 0.212585
0.632812 0.679688 0.202698
0.632812 0.695312 0.192810
0.632812 0.710938 0.182922
0.632812 0.726562 0.173035
0.632812 0.742188 0.163147
0.632812 0.757812 0.153259
0.632812 0.773438 0.143372
0.632812 0.789062 0.133484
0.632812 0.804688 0.123596
0.632812 0.820312 0.113708
0.632812 0.835938 0.103821
0.632812 0.851562 0.093933
0.632812 0.867188 0.084045
0.632812 0.882812 0.074158
0.632812 0.898438 0.064270
0.632812 0.914062 0.054382
0.632812 0.929688 0.044495
0.632812 0.945312 0.034607
0.632812 0.960938 0.024719
0.632812 0.976562 0.014832
0.632812 0.992188 0.004944
0.648438 0.007812 0.002747
0.648438 0.023438 0.008240
0.648438 0.039062 0.013733
0.648438 0.054688 0.019226
0.648438 0.070312 0.024719
0.648438 0.085938 0.030212
0.648438 0.101562 0.035706
0.648438 0.117188 0.041199
0.648438 0.132812 0.046692
0.648438 0.148438 0.052185
0.648438 0.164062 0.057678
0.648438 0.179688 0.063171
0.648438 0.195312 0.068665
0.648438 0.210938 0.074158
0.648438 0.226562 0.079651
0.648438 0.242188 0.085144
0.648438 0.257812 0.090637
0.648438 0.273438 0.096130
0.648438 0.289062 0.101624
0.648438 0.304688 0.107117
0.648438 0.320312 0.112610
0.648438 0.335938 0.118103
0.648438 0.351562 0.123596
0.648438 0.367188 0.129089
0.648438 0.382812 0.134583
0.648438 0.398438 0.140076
0.648438 0.414062 0.145569
0.648438 0.429688 0.151062
0.648438 0.445312 0.156555
0.648438 0.460938 0.162048
0.648438 0.476562 0.167542
0.648438 0.492188 0.173035
0.648438 0.507812 0.178528
0.648438 0.523438 0.184021
0.648438 0.539062 0.189514
0.648438 0.554688 0.195007
0.648438 0.570312 0.200500
0.648438 0.585938 0.205994
0.648438 0.601562 0.211487
0.648438 0.617188 0.216980
0.648438 0.632812 0.222473
0.648438 0.648438 0.227966
0.648438 0.664062 0.217834
0.648438 0.679688 0.207703
0.648438 0.695312 0.197571
0.648438 0.710938 0.187439
0.648438 0.726562 0.177307
0.648438 0.742188 0.167175
0.648438 0.757812 0.157043
0.648438 0.773438 0.146912
0.648438 0.789062 0.136780
0.648438 0.804688 0.126648
0.648438 0.820312 0.116516
0.648438 0.835938 0.106384
0.648438 0.851562 0.096252
0.648438 0.867188 0.086121
0.648438 0.882812 0.075989
0.648438 0.898438 0.065857
0.648438 0.914062 0.055725
0.648438 0.929688 0.045593
0.648438 0.945312 0.035461
0.648438 0.960938 0.025330
0.648438 0.976562 0.015198
0.648438 0.992188 0.005066
0.664062 0.007812 0.002625
0.664062 0.023438 0.007874
0.664062 0.039062 0.013123
0.664062 0.054688 0.018372
0.664062 0.070312 0.023621
0.664062 0.085938 0.028870
0.664062 0.101562 0.034119
0.664062 0.117188 0.039368
0.664062 0.132812 0.044617
0.664062 0.148438 0.049866
0.664062 0.164062 0.055115
0.664062 0.179688 0.060364
0.664062 0.195312 0.065613
0.664062 0.210938 0.070862
0.664062 0.226562 0.076111
0.664062 0.242188 0.081360
0.664062 0.257812 0.086609
0.664062 0.273438 0.091858
0.664062 0.289062 0.097107
0.664062 0.304688 0.102356
0.664062 0.320312 0.107605
0.664062 0.335938 0.112854
0.664062 0.351562 0.118103
0.664062 0.367188 0.123352
0.664062 0.382812 0.128601
0.664062 0.398438 0.133850
0.664062 0.414062 0.139099
0.664062 0.429688 0.144348
0.664062 0.445312 0.149597
0.664062 0.460938 0.154846
0.664062 0.476562 0.160095
0.664062 0.492188 0.165344
0.664062 0.507812 0.170593
0.664062 0.523438 0.175842
0.664062 0.539062 0.181091
0.664062 0.554688 0.186340
0.664062 0.570312 0.191589
0.664062 0.585938 0.196838
0.664062 0.601562 0.202087
0.664062 0.617188 0.207336
0.664062 0.632812 0.212585
0.664062 0.648438 0.217834
0.664062 0.664062 0.223083
0.664062 0.679688 0.212708
0.664062 0.695312 0.202332
0.664062 0.710938 0.191956
0.664062 0.726562 0.181580
0.664062 0.742188 0.171204
0.664062 0.757812 0.160828
0.664062 0.773438 0.150452
0.664062 0.789062 0.140076
0.664062 0.804688 0.129700
0.664062 0.820312 0.119324
0.664062 0.835938 0.108948
0.664062 0.851562 0.098572
0.664062 0.867188 0.088196
0.664062 0.882812 0.077820
0.664062 0.898438 0.067444
0.664062 0.914062 0.057068
0.664062 0.929688 0.046692
0.664062 0.945312 0.036316
0.664062 0.960938 0.025940
0.664062 0.976562 0.015564
0.664062 0.992188 0.005188
0.679688 0.007812 0.002502
0.679688 0.023438 0.007507
0.679688 0.039062 0.012512
0.679688 0.054688 0.017517
0.679688 0.070312 0.022522
0.679688 0.085938 0.027527
0.679688 0.101562 0.032532
0.679688 0.117188 0.037537
0.679688 0.132812 0.042542
0.679688 0.148438 0.047546
0.679688 0.164062 0.052551
0.679688 0.179688 0.057556
0.679688 0.195312 0.062561
0.679688 0.210938 0.067566
0.679688 0.226562 0.072571
0.679688 0.242188 0.077576
0.679688 0.257812 0.082581
0.679688 0.273438 0.087585
0.679688 0.289062 0.092590
0.679688 0.304688 0.097595
0.679688 0.320312 0.102600
0.679688 0.335938 0.107605
0.679688 0.351562 0.112610
0.679688 0.367188 0.117615
0.679688 0.382812 0.122620
0.679688 0.398438 0.127625
0.679688 0.414062 0.132629
0.679688 0.429688 0.137634
0.679688 0.445312 0.142639
0.679688 0.460938 0.147644
0.679688 0.476562 0.152649
0.679688 0.492188 0.157654
0.679688 0.507812 0.162659
0.679688 0.523438 0.167664
0.679688 0.539062 0.172668
0.679688 0.554688 0.177673
0.679688 0.570312 0.182678
0.679688 0.585938 0.187683
0.679688 0.601562 0.192688
0.679688 0.617188 0.197693
0.679688 0.632812 0.202698
0.679688 0.648438 0.207703
0.679688 0.664062 0.212708
0.679688 0.679688 0.217712
0.679688 0.695312 0.207092
