x y z
0.226562 0.554688 0.100891
0.226562 0.570312 0.097351
0.226562 0.585938 0.093811
0.226562 0.601562 0.090271
0.226562 0.617188 0.086731
0.226562 0.632812 0.083191
0.226562 0.648438 0.079651
0.226562 0.664062 0.076111
0.226562 0.679688 0.072571
0.226562 0.695312 0.069031
0.226562 0.710938 0.065491
0.226562 0.726562 0.061951
0.226562 0.742188 0.058411
0.226562 0.757812 0.054871
0.226562 0.773438 0.051331
0.226562 0.789062 0.047791
0.226562 0.804688 0.044250
0.226562 0.820312 0.040710
0.226562 0.835938 0.037170
0.226562 0.851562 0.033630
0.226562 0.867188 0.030090
0.226562 0.882812 0.026550
0.226562 0.898438 0.023010
0.226562 0.914062 0.019470
0.226562 0.929688 0.015930
0.226562 0.945312 0.012390
0.226562 0.960938 0.008850
0.226562 0.976562 0.005310
0.226562 0.992188 0.001770
0.242188 0.007812 0.005920
0.242188 0.023438 0.017761
0.242188 0.039062 0.029602
0.242188 0.054688 0.041443
0.242188 0.070312 0.053284
0.242188 0.085938 0.065125
0.242188 0.101562 0.076965
0.242188 0.117188 0.088806
0.242188 0.132812 0.100647
0.242188 0.148438 0.112488
0.242188 0.164062 0.124329
0.242188 0.179688 0.136169
0.242188 0.195312 0.148010
0.242188 0.210938 0.159851
0.242188 0.226562 0.171692
0.242188 0.242188 0.183533
0.242188 0.257812 0.179749
0.242188 0.273438 0.175964
0.242188 0.289062 0.172180
0.242188 0.304688 0.168396
0.242188 0.320312 0.164612
0.242188 0.335938 0.160828
0.242188 0.351562 0.157043
0.242188 0.367188 0.153259
0.242188 0.382812 0.149475
0.242188 0.398438 0.145691
0.242188 0.414062 0.141907
0.242188 0.429688 0.138123
0.242188 0.445312 0.134338
0.242188 0.460938 0.130554
0.242188 0.476562 0.126770
0.242188 0.492188 0.122986
0.242188 0.507812 0.119202
0.242188 0.523438 0.115417
0.242188 0.539062 0.111633
0.242188 0.554688 0.107849
0.242188 0.570312 0.104065
0.242188 0.585938 0.100281
0.242188 0.601562 0.096497
0.242188 0.617188 0.092712
0.242188 0.632812 0.088928
0.242188 0.648438 0.085144
0.242188 0.664062 0.081360
0.242188 0.679688 0.077576
0.242188 0.695312 0.073792
0.242188 0.710938 0.070007
0.242188 0.726562 0.066223
0.242188 0.742188 0.062439
0.242188 0.757812 0.058655
0.242188 0.773438 0.054871
0.242188 0.789062 0.051086
0.242188 0.804688 0.047302
0.242188 0.820312 0.043518
0.242188 0.835938 0.039734
0.242188 0.851562 0.035950
0.242188 0.867188 0.032166
0.242188 0.882812 0.028381
0.242188 0.898438 0.024597
0.242188 0.914062 0.020813
0.242188 0.929688 0.017029
0.242188 0.945312 0.013245
0.242188 0.960938 0.009460
0.242188 0.976562 0.005676
0.242188 0.992188 0.001892
0.257812 0.007812 0.005798
0.257812 0.023438 0.017395
0.257812 0.039062 0.028992
0.257812 0.054688 0.040588
0.257812 0.070312 0.052185
0.257812 0.085938 0.063782
0.257812 0.101562 0.075378
0.257812 0.117188 0.086975
0.257812 0.132812 0.098572
0.257812 0.148438 0.110168
0.257812 0.164062 0.121765
0.257812 0.179688 0.133362
0.257812 0.195312 0.144958
0.257812 0.210938 0.156555
0.257812 0.226562 0.168152
0.257812 0.242188 0.179749
0.257812 0.257812 0.191345
0.257812 0.273438 0.187317
0.257812 0.289062 0.183289
0.257812 0.304688 0.179260
0.257812 0.320312 0.175232
0.257812 0.335938 0.171204
0.257812 0.351562 0.167175
0.257812 0.367188 0.163147
0.257812 0.382812 0.159119
0.257812 0.398438 0.155090
0.257812 0.414062 0.151062
0.257812 0.429688 0.147034
0.257812 0.445312 0.143005
0.257812 0.460938 0.138977
0.257812 0.476562 0.134949
0.257812 0.492188 0.130920
0.257812 0.507812 0.126892
0.257812 0.523438 0.122864
0.257812 0.539062 0.118835
0.257812 0.554688 0.114807
0.257812 0.570312 0.110779
0.257812 0.585938 0.106750
0.257812 0.601562 0.102722
0.257812 0.617188 0.098694
0.257812 0.632812 0.094666
0.257812 0.648438 0.090637
0.257812 0.664062 0.086609
0.257812 0.679688 0.082581
0.257812 0.695312 0.078552
0.257812 0.710938 0.074524
0.257812 0.726562 0.070496
0.257812 0.742188 0.066467
0.257812 0.757812 0.062439
0.257812 0.773438 0.058411
0.257812 0.789062 0.054382
0.257812 0.804688 0.050354
0.257812 0.820312 0.046326
0.257812 0.835938 0.042297
0.257812 0.851562 0.038269
0.257812 0.867188 0.034241
0.257812 0.882812 0.030212
0.257812 0.898438 0.026184
0.257812 0.914062 0.022156
0.257812 0.929688 0.018127
0.257812 0.945312 0.014099
0.257812 0.960938 0.010071
0.257812 0.976562 0.006042
0.257812 0.992188 0.002014
0.273438 0.007812 0.005676
0.273438 0.023438 0.017029
0.273438 0.039062 0.028381
0.273438 0.054688 0.039734
0.273438 0.070312 0.051086
0.273438 0.085938 0.062439
0.273438 0.101562 0.073792
0.273438 0.117188 0.085144
0.273438 0.132812 0.096497
0.273438 0.148438 0.107849
0.273438 0.164062 0.119202
0.273438 0.179688 0.130554
0.273438 0.195312 0.141907
0.273438 0.210938 0.153259
0.273438 0.226562 0.164612
0.273438 0.242188 0.175964
0.273438 0.257812 0.187317
0.273438 0.273438 0.198669
0.273438 0.289062 0.194397
0.273438 0.304688 0.190125
0.273438 0.320312 0.185852
0.273438 0.335938 0.181580
0.273438 0.351562 0.177307
0.273438 0.367188 0.173035
0.273438 0.382812 0.168762
0.273438 0.398438 0.164490
0.273438 0.414062 0.160217
0.273438 0.429688 0.155945
0.273438 0.445312 0.151672
0.273438 0.460938 0.147400
0.273438 0.476562 0.143127
0.273438 0.492188 0.138855
0.273438 0.507812 0.134583
0.273438 0.523438 0.130310
0.273438 0.539062 0.126038
0.273438 0.554688 0.121765
0.273438 0.570312 0.117493
0.273438 0.585938 0.113220
0.273438 0.601562 0.108948
0.273438 0.617188 0.104675
0.273438 0.632812 0.100403
0.273438 0.648438 0.096130
0.273438 0.664062 0.091858
0.273438 0.679688 0.087585
0.273438 0.695312 0.083313
0.273438 0.710938 0.079041
0.273438 0.726562 0.074768
0.273438 0.742188 0.070496
0.273438 0.757812 0.066223
0.273438 0.773438 0.061951
0.273438 0.789062 0.057678
0.273438 0.804688 0.053406
0.273438 0.820312 0.049133
0.273438 0.835938 0.044861
0.273438 0.851562 0.040588
0.273438 0.867188 0.036316
0.273438 0.882812 0.032043
0.273438 0.898438 0.027771
0.273438 0.914062 0.023499
0.273438 0.929688 0.019226
0.273438 0.945312 0.014954
0.273438 0.960938 0.010681
0.273438 0.976562 0.006409
0.273438 0.992188 0.002136
0.289062 0.007812 0.005554
0.289062 0.023438 0.016663
0.289062 0.039062 0.027771
0.289062 0.054688 0.038879
0.289062 0.070312 0.049988
0.289062 0.085938 0.061096
0.289062 0.101562 0.072205
0.289062 0.117188 0.083313
0.289062 0.132812 0.094421
0.289062 0.148438 0.105530
0.289062 0.164062 0.116638
0.289062 0.179688 0.127747
0.289062 0.195312 0.138855
0.289062 0.210938 0.149963
0.289062 0.226562 0.161072
0.289062 0.242188 0.172180
0.289062 0.257812 0.183289
0.289062 0.273438 0.194397
0.289062 0.289062 0.205505
0.289062 0.304688 0.200989
0.289062 0.320312 0.196472
0.289062 0.335938 0.191956
0.289062 0.351562 0.187439
0.289062 0.367188 0.182922
0.289062 0.382812 0.178406
0.289062 0.398438 0.173889
0.289062 0.414062 0.169373
0.289062 0.429688 0.164856
0.289062 0.445312 0.160339
0.289062 0.460938 0.155823
0.289062 0.476562 0.151306
0.289062 0.492188 0.146790
0.289062 0.507812 0.142273
0.289062 0.523438 0.137756
0.289062 0.539062 0.133240
0.289062 0.554688 0.128723
0.289062 0.570312 0.124207
0.289062 0.585938 0.119690
0.289062 0.601562 0.115173
0.289062 0.617188 0.110657
0.289062 0.632812 0.106140
0.289062 0.648438 0.101624
0.289062 0.664062 0.097107
0.289062 0.679688 0.092590
0.289062 0.695312 0.088074
0.289062 0.710938 0.083557
0.289062 0.726562 0.079041
0.289062 0.742188 0.074524
0.289062 0.757812 0.070007
0.289062 0.773438 0.065491
0.289062 0.789062 0.060974
0.289062 0.804688 0.056458
0.289062 0.820312 0.051941
0.289062 0.835938 0.047424
0.289062 0.851562 0.042908
0.289062 0.867188 0.038391
0.289062 0.882812 0.033875
0.289062 0.898438 0.029358
0.289062 0.914062 0.024841
0.289062 0.929688 0.020325
0.289062 0.945312 0.015808
0.289062 0.960938 0.011292
0.289062 0.976562 0.006775
0.289062 0.992188 0.002258
0.304688 0.007812 0.005432
0.304688 0.023438 0.016296
0.304688 0.039062 0.027161
0.304688 0.054688 0.038025
0.304688 0.070312 0.048889
0.304688 0.085938 0.059753
0.304688 0.101562 0.070618
0.304688 0.117188 0.081482
0.304688 0.132812 0.092346
0.304688 0.148438 0.103210
0.304688 0.164062 0.114075
0.304688 0.179688 0.124939
0.304688 0.195312 0.135803
0.304688 0.210938 0.146667
0.304688 0.226562 0.157532
0.304688 0.242188 0.168396
0.304688 0.257812 0.179260
0.304688 0.273438 0.190125
0.304688 0.289062 0.200989
0.304688 0.304688 0.211853
0.304688 0.320312 0.207092
0.304688 0.335938 0.202332
0.304688 0.351562 0.197571
0.304688 0.367188 0.192810
0.304688 0.382812 0.188049
0.304688 0.398438 0.183289
0.304688 0.414062 0.178528
0.304688 0.429688 0.173767
0.304688 0.445312 0.169006
0.304688 0.460938 0.164246
0.304688 0.476562 0.159485
0.304688 0.492188 0.154724
0.304688 0.507812 0.149963
0.304688 0.523438 0.145203
0.304688 0.539062 0.140442
0.304688 0.554688 0.135681
0.304688 0.570312 0.130920
0.304688 0.585938 0.126160
0.304688 0.601562 0.121399
0.304688 0.617188 0.116638
0.304688 0.632812 0.111877
0.304688 0.648438 0.107117
0.304688 0.664062 0.102356
0.304688 0.679688 0.097595
0.304688 0.695312 0.092834
0.304688 0.710938 0.088074
0.304688 0.726562 0.083313
0.304688 0.742188 0.078552
0.304688 0.757812 0.073792
0.304688 0.773438 0.069031
0.304688 0.789062 0.064270
0.304688 0.804688 0.059509
0.304688 0.820312 0.054749
0.304688 0.835938 0.049988
0.304688 0.851562 0.045227
0.304688 0.867188 0.040466
0.304688 0.882812 0.035706
0.304688 0.898438 0.030945
0.304688 0.914062 0.026184
0.304688 0.929688 0.021423
0.304688 0.945312 0.016663
0.304688 0.960938 0.011902
0.304688 0.976562 0.007141
0.304688 0.992188 0.002380
0.320312 0.007812 0.005310
0.320312 0.023438 0.015930
0.320312 0.039062 0.026550
0.320312 0.054688 0.037170
0.320312 0.070312 0.047791
0.320312 0.085938 0.058411
0.320312 0.101562 0.069031
0.320312 0.117188 0.079651
0.320312 0.132812 0.090271
0.320312 0.148438 0.100891
0.320312 0.164062 0.111511
0.320312 0.179688 0.122131
0.320312 0.195312 0.132751
0.320312 0.210938 0.143372
0.320312 0.226562 0.153992
0.320312 0.242188 0.164612
0.320312 0.257812 0.175232
0.320312 0.273438 0.185852
0.320312 0.289062 0.196472
0.320312 0.304688 0.207092
0.320312 0.320312 0.217712
0.320312 0.335938 0.212708
0.320312 0.351562 0.207703
0.320312 0.367188 0.202698
0.320312 0.382812 0.197693
0.320312 0.398438 0.192688
0.320312 0.414062 0.187683
0.320312 0.429688 0.182678
0.320312 0.445312 0.177673
0.320312 0.460938 0.172668
0.320312 0.476562 0.167664
0.320312 0.492188 0.162659
0.320312 0.507812 0.157654
0.320312 0.523438 0.152649
0.320312 0.539062 0.147644
0.320312 0.554688 0.142639
0.320312 0.570312 0.137634
0.320312 0.585938 0.132629
0.320312 0.601562 0.127625
0.320312 0.617188 0.122620
0.320312 0.632812 0.117615
0.320312 0.648438 0.112610
0.320312 0.664062 0.107605
0.320312 0.679688 0.102600
0.320312 0.695312 0.097595
0.320312 0.710938 0.092590
0.320312 0.726562 0.087585
0.320312 0.742188 0.082581
0.320312 0.757812 0.077576
0.320312 0.773438 0.072571
0.320312 0.789062 0.067566
0.320312 0.804688 0.062561
0.320312 0.820312 0.057556
0.320312 0.835938 0.052551
0.320312 0.851562 0.047546
0.320312 0.867188 0.042542
0.320312 0.882812 0.037537
0.320312 0.898438 0.032532
0.320312 0.914062 0.027527
0.320312 0.929688 0.022522
0.320312 0.945312 0.017517
0.320312 0.960938 0.012512
0.320312 0.976562 0.007507
0.320312 0.992188 0.002502
0.335938 0.007812 0.005188
0.335938 0.023438 0.015564
0.335938 0.039062 0.025940
0.335938 0.054688 0.036316
0.335938 0.070312 0.046692
0.335938 0.085938 0.057068
0.335938 0.101562 0.067444
0.335938 0.117188 0.077820
0.335938 0.132812 0.088196
0.335938 0.148438 0.098572
0.335938 0.164062 0.108948
0.335938 0.179688 0.119324
0.335938 0.195312 0.129700
0.335938 0.210938 0.140076
0.335938 0.226562 0.150452
0.335938 0.242188 0.160828
0.335938 0.257812 0.171204
0.335938 0.273438 0.181580
0.335938 0.289062 0.191956
0.335938 0.304688 0.202332
0.335938 0.320312 0.212708
0.335938 0.335938 0.223083
0.335938 0.351562 0.217834
0.335938 0.367188 0.212585
0.335938 0.382812 0.207336
0.335938 0.398438 0.202087
0.335938 0.414062 0.196838
0.335938 0.429688 0.191589
0.335938 0.445312 0.186340
0.335938 0.460938 0.181091
0.335938 0.476562 0.175842
0.335938 0.492188 0.170593
0.335938 0.507812 0.165344
0.335938 0.523438 0.160095
0.335938 0.539062 0.154846
0.335938 0.554688 0.149597
0.335938 0.570312 0.144348
0.335938 0.585938 0.139099
0.335938 0.601562 0.133850
0.335938 0.617188 0.128601
0.335938 0.632812 0.123352
0.335938 0.648438 0.118103
0.335938 0.664062 0.112854
0.335938 0.679688 0.107605
0.335938 0.695312 0.102356
0.335938 0.710938 0.097107
0.335938 0.726562 0.091858
0.335938 0.742188 0.086609
0.335938 0.757812 0.081360
0.335938 0.773438 0.076111
0.335938 0.789062 0.070862
0.335938 0.804688 0.065613
0.335938 0.820312 0.060364
0.335938 0.835938 0.055115
0.335938 0.851562 0.049866
0.335938 0.867188 0.044617
0.335938 0.882812 0.039368
0.335938 0.898438 0.034119
0.335938 0.914062 0.028870
0.335938 0.929688 0.023621
0.335938 0.945312 0.018372
0.335938 0.960938 0.013123
0.335938 0.976562 0.007874
0.335938 0.992188 0.002625
0.351562 0.007812 0.005066
0.351562 0.023438 0.015198
0.351562 0.039062 0.025330
0.351562 0.054688 0.035461
0.351562 0.070312 0.045593
0.351562 0.085938 0.055725
0.351562 0.101562 0.065857
0.351562 0.117188 0.075989
0.351562 0.132812 0.086121
0.351562 0.148438 0.096252
0.351562 0.164062 0.106384
0.351562 0.179688 0.116516
0.351562 0.195312 0.126648
0.351562 0.210938 0.136780
0.351562 0.226562 0.146912
0.351562 0.242188 0.157043
0.351562 0.257812 0.167175
0.351562 0.273438 0.177307
0.351562 0.289062 0.187439
0.351562 0.304688 0.197571
0.351562 0.320312 0.207703
0.351562 0.335938 0.217834
0.351562 0.351562 0.227966
0.351562 0.367188 0.222473
0.351562 0.382812 0.216980
0.351562 0.398438 0.211487
0.351562 0.414062 0.205994
0.351562 0.429688 0.200500
0.351562 0.445312 0.195007
0.351562 0.460938 0.189514
0.351562 0.476562 0.184021
0.351562 0.492188 0.178528
0.351562 0.507812 0.173035
0.351562 0.523438 0.167542
0.351562 0.539062 0.162048
0.351562 0.554688 0.156555
0.351562 0.570312 0.151062
0.351562 0.585938 0.145569
0.351562 0.601562 0.140076
0.351562 0.617188 0.134583
0.351562 0.632812 0.129089
0.351562 0.648438 0.123596
0.351562 0.664062 0.118103
0.351562 0.679688 0.112610
0.351562 0.695312 0.107117
0.351562 0.710938 0.101624
0.351562 0.726562 0.096130
0.351562 0.742188 0.090637
0.351562 0.757812 0.085144
0.351562 0.773438 0.079651
0.351562 0.789062 0.074158
0.351562 0.804688 0.068665
0.351562 0.820312 0.063171
0.351562 0.835938 0.057678
0.351562 0.851562 0.052185
0.351562 0.867188 0.046692
0.351562 0.882812 0.041199
0.351562 0.898438 0.035706
0.351562 0.914062 0.030212
0.351562 0.929688 0.024719
0.351562 0.945312 0.019226
0.351562 0.960938 0.013733
0.351562 0.976562 0.008240
0.351562 0.992188 0.002747
0.367188 0.007812 0.004944
0.367188 0.023438 0.014832
0.367188 0.039062 0.024719
0.367188 0.054688 0.034607
0.367188 0.070312 0.044495
0.367188 0.085938 0.054382
0.367188 0.101562 0.064270
0.367188 0.117188 0.074158
0.367188 0.132812 0.084045
0.367188 0.148438 0.093933
0.367188 0.164062 0.103821
0.367188 0.179688 0.113708
0.367188 0.195312 0.123596
0.367188 0.210938 0.133484
0.367188 0.226562 0.143372
0.367188 0.242188 0.153259
0.367188 0.257812 0.163147
0.367188 0.273438 0.173035
0.367188 0.289062 0.182922
0.367188 0.304688 0.192810
0.367188 0.320312 0.202698
0.367188 0.335938 0.212585
0.367188 0.351562 0.222473
0.367188 0.367188 0.232361
0.367188 0.382812 0.226624
0.367188 0.398438 0.220886
0.367188 0.414062 0.215149
0.367188 0.429688 0.209412
0.367188 0.445312 0.203674
0.367188 0.460938 0.197937
0.367188 0.476562 0.192200
0.367188 0.492188 0.186462
0.367188 0.507812 0.180725
0.367188 0.523438 0.174988
0.367188 0.539062 0.169250
0.367188 0.554688 0.163513
0.367188 0.570312 0.157776
0.367188 0.585938 0.152039
0.367188 0.601562 0.146301
0.367188 0.617188 0.140564
0.367188 0.632812 0.134827
0.367188 0.648438 0.129089
0.367188 0.664062 0.123352
0.367188 0.679688 0.117615
0.367188 0.695312 0.111877
0.367188 0.710938 0.106140
0.367188 0.726562 0.100403
0.367188 0.742188 0.094666
0.367188 0.757812 0.088928
0.367188 0.773438 0.083191
0.367188 0.789062 0.077454
0.367188 0.804688 0.071716
0.367188 0.820312 0.065979
0.367188 0.835938 0.060242
0.367188 0.851562 0.054504
0.367188 0.867188 0.048767
0.367188 0.882812 0.043030
0.367188 0.898438 0.037292
0.367188 0.914062 0.031555
0.367188 0.929688 0.025818
0.367188 0.945312 0.020081
0.367188 0.960938 0.014343
0.367188 0.976562 0.008606
0.367188 0.992188 0.002869
0.382812 0.007812 0.004822
0.382812 0.023438 0.014465
0.382812 0.039062 0.024109
0.382812 0.054688 0.033752
0.382812 0.070312 0.043396
0.382812 0.085938 0.053040
0.382812 0.101562 0.062683
0.382812 0.117188 0.072327
0.382812 0.132812 0.081970
0.382812 0.148438 0.091614
0.382812 0.164062 0.101257
0.382812 0.179688 0.110901
0.382812 0.195312 0.120544
0.382812 0.210938 0.130188
0.382812 0.226562 0.139832
0.382812 0.242188 0.149475
0.382812 0.257812 0.159119
0.382812 0.273438 0.168762
0.382812 0.289062 0.178406
0.382812 0.304688 0.188049
0.382812 0.320312 0.197693
0.382812 0.335938 0.207336
0.382812 0.351562 0.216980
0.382812 0.367188 0.226624
0.382812 0.382812 0.236267
0.382812 0.398438 0.230286
0.382812 0.414062 0.224304
0.382812 0.429688 0.218323
0.382812 0.445312 0.212341
0.382812 0.460938 0.206360
0.382812 0.476562 0.200378
0.382812 0.492188 0.194397
0.382812 0.507812 0.188416
0.382812 0.523438 0.182434
0.382812 0.539062 0.176453
0.382812 0.554688 0.170471
0.382812 0.570312 0.164490
0.382812 0.585938 0.158508
0.382812 0.601562 0.152527
0.382812 0.617188 0.146545
0.382812 0.632812 0.140564
0.382812 0.648438 0.134583
0.382812 0.664062 0.128601
0.382812 0.679688 0.122620
0.382812 0.695312 0.116638
0.382812 0.710938 0.110657
0.382812 0.726562 0.104675
0.382812 0.742188 0.098694
0.382812 0.757812 0.092712
0.382812 0.773438 0.086731
0.382812 0.789062 0.080750
0.382812 0.804688 0.074768
0.382812 0.820312 0.068787
0.382812 0.835938 0.062805
0.382812 0.851562 0.056824
0.382812 0.867188 0.050842
0.382812 0.882812 0.044861
0.382812 0.898438 0.038879
0.382812 0.914062 0.032898
0.382812 0.929688 0.026917
0.382812 0.945312 0.020935
0.382812 0.960938 0.014954
0.382812 0.976562 0.008972
0.382812 0.992188 0.002991
0.398438 0.007812 0.004700
0.398438 0.023438 0.014099
0.398438 0.039062 0.023499
0.398438 0.054688 0.032898
0.398438 0.070312 0.042297
0.398438 0.085938 0.051697
0.398438 0.101562 0.061096
0.398438 0.117188 0.070496
0.398438 0.132812 0.079895
0.398438 0.148438 0.089294
0.398438 0.164062 0.098694
0.398438 0.179688 0.108093
0.398438 0.195312 0.117493
0.398438 0.210938 0.126892
0.398438 0.226562 0.136292
0.398438 0.242188 0.145691
0.398438 0.257812 0.155090
0.398438 0.273438 0.164490
0.398438 0.289062 0.173889
0.398438 0.304688 0.183289
0.398438 0.320312 0.192688
0.398438 0.335938 0.202087
0.398438 0.351562 0.211487
0.398438 0.367188 0.220886
0.398438 0.382812 0.230286
0.398438 0.398438 0.239685
0.398438 0.414062 0.233459
0.398438 0.429688 0.227234
0.398438 0.445312 0.221008
0.398438 0.460938 0.214783
0.398438 0.476562 0.208557
0.398438 0.492188 0.202332
0.398438 0.507812 0.196106
0.398438 0.523438 0.189880
0.398438 0.539062 0.183655
0.398438 0.554688 0.177429
0.398438 0.570312 0.171204
0.398438 0.585938 0.164978
0.398438 0.601562 0.158752
0.398438 0.617188 0.152527
0.398438 0.632812 0.146301
0.398438 0.648438 0.140076
0.398438 0.664062 0.133850
0.398438 0.679688 0.127625
0.398438 0.695312 0.121399
0.398438 0.710938 0.115173
0.398438 0.726562 0.108948
0.398438 0.742188 0.102722
0.398438 0.757812 0.096497
0.398438 0.773438 0.090271
0.398438 0.789062 0.084045
0.398438 0.804688 0.077820
0.398438 0.820312 0.071594
0.398438 0.835938 0.065369
0.398438 0.851562 0.059143
0.398438 0.867188 0.052917
0.398438 0.882812 0.046692
0.398438 0.898438 0.040466
0.398438 0.914062 0.034241
0.398438 0.929688 0.028015
0.398438 0.945312 0.021790
0.398438 0.960938 0.015564
0.398438 0.976562 0.009338
0.398438 0.992188 0.003113
0.414062 0.007812 0.004578
0.414062 0.023438 0.013733
0.414062 0.039062 0.022888
0.414062 0.054688 0.032043
0.414062 0.070312 0.041199
0.414062 0.085938 0.050354
0.414062 0.101562 0.059509
0.414062 0.117188 0.068665
0.414062 0.132812 0.077820
0.414062 0.148438 0.086975
0.414062 0.164062 0.096130
0.414062 0.179688 0.105286
0.414062 0.195312 0.114441
0.414062 0.210938 0.123596
0.414062 0.226562 0.132751
0.414062 0.242188 0.141907
0.414062 0.257812 0.151062
0.414062 0.273438 0.160217
0.414062 0.289062 0.169373
0.414062 0.304688 0.178528
0.414062 0.320312 0.187683
0.414062 0.335938 0.196838
0.414062 0.351562 0.205994
0.414062 0.367188 0.215149
0.414062 0.382812 0.224304
0.414062 0.398438 0.233459
0.414062 0.414062 0.242615
0.414062 0.429688 0.236145
0.414062 0.445312 0.229675
0.414062 0.460938 0.223206
0.414062 0.476562 0.216736
0.414062 0.492188 0.210266
0.414062 0.507812 0.203796
0.414062 0.523438 0.197327
0.414062 0.539062 0.190857
0.414062 0.554688 0.184387
0.414062 0.570312 0.177917
0.414062 0.585938 0.171448
0.414062 0.601562 0.164978
0.414062 0.617188 0.158508
0.414062 0.632812 0.152039
0.414062 0.648438 0.145569
0.414062 0.664062 0.139099
0.414062 0.679688 0.132629
0.414062 0.695312 0.126160
0.414062 0.710938 0.119690
0.414062 0.726562 0.113220
0.414062 0.742188 0.106750
0.414062 0.757812 0.100281
0.414062 0.773438 0.093811
0.414062 0.789062 0.087341
0.414062 0.804688 0.080872
0.414062 0.820312 0.074402
0.414062 0.835938 0.067932
0.414062 0.851562 0.061462
0.414062 0.867188 0.054993
0.414062 0.882812 0.048523
0.414062 0.898438 0.042053
0.414062 0.914062 0.035583
0.414062 0.929688 0.029114
0.414062 0.945312 0.022644
0.414062 0.960938 0.016174
0.414062 0.976562 0.009705
0.414062 0.992188 0.003235
0.429688 0.007812 0.004456
0.429688 0.023438 0.013367
0.429688 0.039062 0.022278
0.429688 0.054688 0.031189
0.429688 0.070312 0.040100
0.429688 0.085938 0.049011
0.429688 0.101562 0.057922
0.429688 0.117188 0.066833
0.429688 0.132812 0.075745
0.429688 0.148438 0.084656
0.429688 0.164062 0.093567
0.429688 0.179688 0.102478
0.429688 0.195312 0.111389
0.429688 0.210938 0.120300
0.429688 0.226562 0.129211
0.429688 0.242188 0.138123
0.429688 0.257812 0.147034
0.429688 0.273438 0.155945
0.429688 0.289062 0.164856
0.429688 0.304688 0.173767
0.429688 0.320312 0.182678
0.429688 0.335938 0.191589
0.429688 0.351562 0.200500
0.429688 0.367188 0.209412
0.429688 0.382812 0.218323
0.429688 0.398438 0.227234
0.429688 0.414062 0.236145
0.429688 0.429688 0.245056
0.429688 0.445312 0.238342
0.429688 0.460938 0.231628
0.429688 0.476562 0.224915
0.429688 0.492188 0.218201
0.429688 0.507812 0.211487
0.429688 0.523438 0.204773
0.429688 0.539062 0.198059
0.429688 0.554688 0.191345
0.429688 0.570312 0.184631
0.429688 0.585938 0.177917
0.429688 0.601562 0.171204
0.429688 0.617188 0.164490
0.429688 0.632812 0.157776
0.429688 0.648438 0.151062
0.429688 0.664062 0.144348
0.429688 0.679688 0.137634
0.429688 0.695312 0.130920
0.429688 0.710938 0.124207
0.429688 0.726562 0.117493
0.429688 0.742188 0.110779
0.429688 0.757812 0.104065
0.429688 0.773438 0.097351
0.429688 0.789062 0.090637
0.429688 0.804688 0.083923
0.429688 0.820312 0.077209
0.429688 0.835938 0.070496
0.429688 0.851562 0.063782
0.429688 0.867188 0.057068
0.429688 0.882812 0.050354
0.429688 0.898438 0.043640
0.429688 0.914062 0.036926
0.429688 0.929688 0.030212
0.429688 0.945312 0.023499
0.429688 0.960938 0.016785
0.429688 0.976562 0.010071
0.429688 0.992188 0.003357
0.445312 0.007812 0.004333
0.445312 0.023438 0.013000
0.445312 0.039062 0.021667
0.445312 0.054688 0.030334
0.445312 0.070312 0.039001
0.445312 0.085938 0.047668
0.445312 0.101562 0.056335
0.445312 0.117188 0.065002
0.445312 0.132812 0.073669
0.445312 0.148438 0.082336
0.445312 0.164062 0.091003
0.445312 0.179688 0.099670
0.445312 0.195312 0.108337
0.445312 0.210938 0.117004
0.445312 0.226562 0.125671
0.445312 0.242188 0.134338
0.445312 0.257812 0.143005
0.445312 0.273438 0.151672
0.445312 0.289062 0.160339
0.445312 0.304688 0.169006
0.445312 0.320312 0.177673
0.445312 0.335938 0.186340
0.445312 0.351562 0.195007
0.445312 0.367188 0.203674
0.445312 0.382812 0.212341
0.445312 0.398438 0.221008
0.445312 0.414062 0.229675
0.445312 0.429688 0.238342
0.445312 0.445312 0.247009
0.445312 0.460938 0.240051
0.445312 0.476562 0.233093
0.445312 0.492188 0.226135
0.445312 0.507812 0.219177
0.445312 0.523438 0.212219
0.445312 0.539062 0.205261
0.445312 0.554688 0.198303
0.445312 0.570312 0.191345
0.445312 0.585938 0.184387
0.445312 0.601562 0.177429
0.445312 0.617188 0.170471
0.445312 0.632812 0.163513
0.445312 0.648438 0.156555
0.445312 0.664062 0.149597
0.445312 0.679688 0.142639
0.445312 0.695312 0.135681
0.445312 0.710938 0.128723
0.445312 0.726562 0.121765
0.445312 0.742188 0.114807
0.445312 0.757812 0.107849
0.445312 0.773438 0.100891
0.445312 0.789062 0.093933
0.445312 0.804688 0.086975
0.445312 0.820312 0.080017
0.445312 0.835938 0.073059
0.445312 0.851562 0.066101
0.445312 0.867188 0.059143
0.445312 0.882812 0.052185
0.445312 0.898438 0.045227
0.445312 0.914062 0.038269
0.445312 0.929688 0.031311
0.445312 0.945312 0.024353
0.445312 0.960938 0.017395
0.445312 0.976562 0.010437
0.445312 0.992188 0.003479
0.460938 0.007812 0.004211
0.460938 0.023438 0.012634
0.460938 0.039062 0.021057
0.460938 0.054688 0.029480
0.460938 0.070312 0.037903
0.460938 0.085938 0.046326
0.460938 0.101562 0.054749
0.460938 0.117188 0.063171
